fecha,trimestre,accion,activo_total,pasivo_corriente,activo_corriente,activo_tangible,ingreso_neto,p_vl,resultado_bruto,ebitda,ciclo_operativo,capital_trabajo,gastos_admin,costo_ventas,plazo_proveedor,inventario,pasivo_total,cuentas_xcobrar,cuentas_xpagar,utilidad_neta
2012-10-01,4T2012,Socovesa S.A. Ord,780170289,510343956,547695136,20037264,331002079,1.2214317129,64076240,35768447,654.17602039,37351180,34265902,266925839,118.9067705,356998565,547998240,158785289,18832922,11434818
2013-01-01,1T2013,Besalco S.A. Ord,456647785,146164544,225482299,129923556,82752048,2.9183431812,9498754,0,0,79317755,3751384,73253294,0,71773036,268597340,101095458,7846211,4326917
2013-01-01,1T2013,Empresa Const Moller Y Perez Cotapos S.A. Ord,157153365,78499992,95440540,4706995,37180945,1.2965807787,4325984,0,0,16940548,2145498,32854961,0,20587569,96266857,49667867,0,2106153
2013-01-01,1T2013,Salfacorp S.A. Ord,1008697846,446301839,608102920,77988899,203151671,1.6124319609,22371603,61980822,172.93488474,161801081,12701487,180780068,51.837105231,229513162,702271486,255869206,2432087,2598176
2013-01-01,1T2013,Socovesa S.A. Ord,744678601,476899209,512441858,19308654,54991127,1.2570515449,10891012,36524746,634.56886718,35542649,7612273,44100115,109.05060771,386510578,514692070,91755436,16491067,-1394178
2013-04-01,2T2013,Besalco S.A. Ord,475622380,139649641,221924197,140669238,168598384,2.4354124359,14089707,45795287,189.61715044,82274556,7936129,154508677,67.46775043,76480005,290591216,102760940,8720934,5520470
2013-04-01,2T2013,Empresa Const Moller Y Perez Cotapos S.A. Ord,153784323,73915742,92573547,4639116,73334346,1.2295691679,8134125,0,0,18657805,4616399,65200221,0,39085411,91723946,43541616,0,3037146
2013-04-01,2T2013,Salfacorp S.A. Ord,987067384,427057566,588057844,76368598,480528041,0.99908134064,46210781,60218612,167.62835006,161000278,25243971,434317260,52.202557391,237106121,674994692,239853386,1523057,7255736
2013-04-01,2T2013,Socovesa S.A. Ord,776263748,535341538,532772923,19072344,102352104,0.98866664129,20524523,39002524,688.10307681,-2568615,17727226,81827581,113.18982303,424946923,550555671,76522690,17484956,-5034550
2013-07-01,3T2013,Besalco S.A. Ord,497791411,163671720,243184243,145456533,265238917,2.2768090881,20380342,39223444,203.83022315,79512523,13270600,244858575,66.685999729,80320159,311261292,116269392,7912296,7028350
2013-07-01,3T2013,Empresa Const Moller Y Perez Cotapos S.A. Ord,153505178,69550687,92622474,4543144,105664046,1.0307029332,12339605,0,0,23071787,7114936,93324441,0,41600917,90615944,41255599,0,4009142
2013-07-01,3T2013,Inmobiliaria Sixterra S.A. Ord,42950014,177579,623935,1165,744167,0,-83620,0,0,446356,157613,827787,0,0,1278677,1740,164795,-12511
2013-07-01,3T2013,Salfacorp S.A. Ord,989505707,430385124,589432762,74593081,728174863,0.90899757139,71681102,61916608,172.18489956,159047638,39627721,656493761,51.83249046,264125358,676019241,217279550,4505737,10536763
2013-07-01,3T2013,Socovesa S.A. Ord,824106455,585534354,578574518,19258233,168351820,0.76288433955,33633302,45564245,730.02676457,-6959836,25836367,134718518,129.35947482,456913589,597465888,86872342,19055583,-4252787
2013-10-01,4T2013,Aguas Araucania S.A. Ord,200955538,21734053,8929202,0,35513819,0,0,17032616,0,-12804851,0,0,0,180953,73551725,7240301,368609,5182361
2013-10-01,4T2013,Aguas Del Altiplano S.A. Ord,171658316,11057910,16588023,0,39438949,0,0,19190400,0,5530113,0,0,0,133238,47241325,8581918,171413,10000325
2013-10-01,4T2013,Besalco S.A. Ord,526223178,200889567,264089537,158199416,392300947,1.8360747015,28077176,30912557,205.33882,63199970,18411901,364223771,64.689326716,77158674,334972376,140656156,6622673,12567463
2013-10-01,4T2013,Empresa Const Moller Y Perez Cotapos S.A. Ord,173723113,93836700,127612576,4436953,151264821,1.1507170013,16009726,7448003,233.50721222,33775876,9559745,135255095,77.013547771,45649993,111695961,47061633,5425587,4671335
2013-10-01,4T2013,Inmobiliaria Manquehue S.A. Ord,302998.113,83216.466,136577.895,6342.086,88198.112,0,27361.417,0,632.84114988,53361.429,10232.115,60836.695,81.916550529,88130.965,151727.708,27274.732,52.372,9620.706
2013-10-01,4T2013,Inmobiliaria Sixterra S.A. Ord,42596826,123717,511148,1024,789661,0.48477950669,-81799,-362371,0.77866324917,387431,239256,871460,9.2038647787,0,1856655,1708,97488,-943678
2013-10-01,4T2013,Salfacorp S.A. Ord,993376710,418859354,595825123,73201695,1059714507,0.70105295637,101200130,62469694,173.50720702,176965769,52648082,958514377,54.460220872,261501635,660101322,221633707,3753961,25032820
2013-10-01,4T2013,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,5245979,166012,3525318,10669,0,0,0,0,0,3359306,1642,0,0,0,173855,174,109455,103035
2013-10-01,4T2013,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,179153691,29440287,42953855,19304,37421156,0,18100404,15553349,15.357854792,13513568,2442956,19320752,14.145250661,0,162966704,1596413,8360248,4120046
2013-10-01,4T2013,Socovesa S.A. Ord,849079797,594013113,488997711,19063297,315959961,0.66960188372,71359044,37785242,631.59155084,-105015402,36828655,244600917,132.39128895,321335106,603592166,139246460,13426105,12032420
2014-01-01,1T2014,Besalco S.A. Ord,553454198,208334637,279281367,161947788,99746063,1.7152233074,5847388,28219275,211.82744003,70946730,3995919,93898675,69.092692261,82363202,363587903,153242665,7289083,1287025
2014-01-01,1T2014,Empresa Const Moller Y Perez Cotapos S.A. Ord,164403145,91248179,109962541,4361435,30175512,1.196204088,159129,3281904,241.03438042,18714362,2142030,30016383,77.809502873,48786741,109058510,43437366,4894697,-5748078
2014-01-01,1T2014,Inmobiliaria Sixterra S.A. Ord,42698835,93921,550440,883,63128,0.45824966713,63014,0,0,456519,76990,114,0,0,1782275,14349,59468,176389
2014-01-01,1T2014,Salfacorp S.A. Ord,996567367,439037896,589689195,70700959,237908315,0.72819474592,22948589,63105770,168.37205961,150651299,13003076,214959726,48.816130138,263970964,660380136,220849443,2820078,3401469
2014-01-01,1T2014,Socovesa S.A. Ord,844500201,586723966,470499462,18983290,76317888,0.65359409485,18299249,43659108,568.41023271,-116224504,8530320,58018639,130.30289726,321351873,596254332,113284522,12945361,1853632
2014-04-01,2T2014,Besalco S.A. Ord,573209868,224457198,291323865,169525489,175800473,1.187814963,15711889,31905920,233.30770355,66866667,7967858,160088584,61.289508213,96574199,389255268,154578527,8744825,2098491
2014-04-01,2T2014,Empresa Const Moller Y Perez Cotapos S.A. Ord,155613200,78749972,99647754,4261461,49689298,1.0247849278,2883841,2180991,246.71627458,20897782,4529048,46805457,72.238379335,49022690,100095674,33924508,4583227,-5575099
2014-04-01,2T2014,Inmobiliaria Sixterra S.A. Ord,35809265,184325,805737,741,137332,0.80915371172,60429,0,0,621412,162081,76903,0,0,1823139,2405,85854,245955
2014-04-01,2T2014,Salfacorp S.A. Ord,1018902116,438277050,604337888,68973291,445233157,0.60266513374,42178861,59480166,176.28594736,166060838,24739622,403054296,51.072878548,279086345,682131262,193308801,5641945,3517916
2014-04-01,2T2014,Socovesa S.A. Ord,836061284,551109983,476198174,18663647,152347545,0.58904716712,37268243,49372623,546.81915453,-74911809,19407441,115079302,114.74862354,349725191,584581856,95247438,13792799,5251974
2014-07-01,3T2014,Besalco S.A. Ord,618851451,325696645,395819092,95706609,247062686,1.5248435852,-4335550,4121304,224.36007379,70122447,12437202,251398236,60.883077056,108393042,454070015,123787197,10102946,-15770190
2014-07-01,3T2014,Empresa Const Moller Y Perez Cotapos S.A. Ord,165736850,86548563,101810474,4131897,76289813,1.00934176,8239964,0,254.01355452,15261911,7004533,68049849,84.887690321,42266165,108344800,39161889,7577891,-3931119
2014-07-01,3T2014,Inmobiliaria Sixterra S.A. Ord,35355415,212812,3045617,859,200220,0.74735341772,83729,0,7.6962647631,2832805,249403,116491,236.22611823,0,2238553,5253,105103,-217213
2014-07-01,3T2014,Salfacorp S.A. Ord,987898139,399779273,572377847,64880868,636516600,0.64599939424,60774690,55796509,187.24551992,172598574,35953469,575741910,48.359220749,285994373,653421009,188097596,6656470,9353699
2014-07-01,3T2014,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,188442226,40491071,63365165,16672,9383678,0,2317151,0,0,22874094,1952879,7066527,0,0,166301602,8319,19743918,4403257
2014-07-01,3T2014,Sociedad Nacional De Oleoductos S.A.,186371548,49930759,6757504,179594516,32506747,0,24113075,0,0,-43173255,1531018,8393672,0,0,114635348,549092,5436300,15436108
2014-07-01,3T2014,Socovesa S.A. Ord,844145478,549028745,464350361,18272386,223936437,0.59605796404,57016409,55198160,531.01608824,-84678384,29497989,166920028,106.11224041,343724628,582524705,86672378,13727912,10540832
2014-10-01,4T2014,Aguas Araucania S.A. Ord,216888522,5925871,12613782,0,40010305,0,0,17953347,0,6687911,0,0,0,254160,86230624,8601054,539614,7034959
2014-10-01,4T2014,Aguas Del Altiplano S.A. Ord,175731291,16151251,17339595,0,49969582,0,0,19161928,0,1188344,0,0,0,177812,55334660,11953329,171413,10330681
2014-10-01,4T2014,Besalco S.A. Ord,630825014,324869589,416449564,93000444,316735319,1.2543391102,15160579,15091377,280.62336107,91579975,16480346,301574740,68.346254995,111262095,461529526,130042744,13157551,-11848800
2014-10-01,4T2014,Empresa Const Moller Y Perez Cotapos S.A. Ord,164050585,81470412,98268470,3999558,125540873,0.88372801984,18123565,0,235.36614298,16798058,9669264,107417308,78.106765811,32602061,102011860,43975259,6751386,1049258
2014-10-01,4T2014,Inmobiliaria Manquehue S.A. Ord,311283242,89300320,152913462,6383309,110514558,0,29964412,0,545.32313925,63613142,11040330,80550146,70.41275729,97560537,159274080,33553197,2286,10423452
2014-10-01,4T2014,Inmobiliaria Sixterra S.A. Ord,39026543,369511,1004506,717,294892,0.68105950629,138989,0,28.241661354,634995,386571,155903,440.15907327,0,2319031,23134,20700,5373437
2014-10-01,4T2014,Salfacorp S.A. Ord,903407199,380767523,454605736,63472406,863179031,0.64295861794,105401777,70849364,152.33163796,73838213,47590316,757777254,50.070651131,173614615,574653667,167485290,10663443,22299712
2014-10-01,4T2014,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,36813239,5540284,8796951,63042,19714918,0,0,0,49.044913096,3256667,7656,19714918,3.2205114929,0,23880641,2685879,2247153,785249
2014-10-01,4T2014,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,196844416,38251078,58908794,15350,12494843,0,3908279,1441374,2.9538810532,20657716,2636357,8586564,1.0773296513,0,173778350,102523,20046958,5187339
2014-10-01,4T2014,Sociedad Nacional De Oleoductos S.A.,196862521,30646625,15764309,181034639,42808403,0,31530876,29478853,4.6201303048,-14882316,2109071,11277527,69.007660988,0,125126321,549390,4633926,20067186
2014-10-01,4T2014,Socovesa S.A. Ord,863600922,556270852,448639270,17869827,394735513,0.57465369685,102718270,60449888,452.44860122,-107631582,42702132,292017243,124.11705715,274313135,589691908,125300340,14148376,28411689
2015-01-01,1T2015,Besalco S.A. Ord,613695614,246214679,311528063,181388859,89262082,1.1140860319,8576510,15082673,302.02888051,65313384,4460563,80685572,81.814378242,121254843,438322152,128158027,10837103,2126473
2015-01-01,1T2015,Empresa Const Moller Y Perez Cotapos S.A. Ord,162702170,77340164,96139018,3844503,32819135,0.68012184595,5200697,0,245.52556825,18798854,2699298,27618438,91.651660847,34600442,98821445,45191214,5828910,1841722
2015-01-01,1T2015,Inmobiliaria Sixterra S.A. Ord,38988797,375348,851617,488,75143,0.68188417581,75143,0,37.200324528,476269,117817,0,496.11872469,0,2325679,31714,37,-44394
2015-01-01,1T2015,Salfacorp S.A. Ord,871834499,351669015,421796141,59871292,138507271,0.65330149817,15472146,66371484,163.78291716,70127126,10214467,123035125,54.928875803,176888259,540946650,144579955,11014691,2543131
2015-01-01,1T2015,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,206476919,28619401,91128347,14029,3033974,0,835390,0,0,62508946,667154,2198584,0,0,186565383,48131,6709589,-19580552
2015-01-01,1T2015,Sociedad Nacional De Oleoductos S.A.,192829752,29400923,12116242,180633924,11171516,0,8244292,0,0,-17284681,525712,2927224,0,0,121093552,646302,9774840,0
2015-01-01,1T2015,Socovesa S.A. Ord,828931557,519306887,418577582,17543590,63798015,0.71752396827,16311670,58677092,451.12430542,-100729305,9212703,47486345,126.39930911,294125206,552715110,79583965,9204613,2758572
2015-04-01,2T2015,Besalco S.A. Ord,635498267,256362773,328030684,180304788,184346434,0.97825194366,19386032,18964337,313.50621653,71667911,8845317,164960402,75.537160904,126805802,457427561,148671898,11052446,5446131
2015-04-01,2T2015,Empresa Const Moller Y Perez Cotapos S.A. Ord,157337678,69901137,103427091,3703769,62858537,0.92444525265,8000721,0,222.38968682,33525954,5132400,54857816,75.144216706,46776736,93554869,29496616,8642970,1953271
2015-04-01,2T2015,Inmobiliaria Sixterra S.A. Ord,38483513,170928,306359,260,150391,0.83926686794,61421,0,14.330981227,135431,439554,88970,335.28201465,0,1963544,12259,5939,-278565
2015-04-01,2T2015,Salfacorp S.A. Ord,878614699,354616682,418734487,58554727,268789413,0.59580787743,33115172,68158290,183.98209898,64117805,18444264,235674241,55.616181539,179986830,547363629,141607699,12467712,5032738
2015-04-01,2T2015,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,178602453,28910143,67594186,12709,6429485,0,2085977,0,0,38684043,1820275,4343508,0,0,166128826,152431,7095927,-27018461
2015-04-01,2T2015,Sociedad Nacional De Oleoductos S.A.,192027643,39415141,10868024,181080927,23024216,0,16955158,0,0,-28547117,1085898,6069058,0,0,120291443,904729,10375951,10375225
2015-04-01,2T2015,Socovesa S.A. Ord,843506685,507876560,418261890,17352468,142061567,0.549947147,38874565,65884330,456.92004387,-89614670,20177403,103187002,125.99736282,289501369,565790948,90633995,8824575,9284736
2015-07-01,3T2015,Besalco S.A. Ord,638594877,256813137,317177242,185543886,286497407,0.74543091317,32846370,54750481,287.61055137,60364105,13066488,253651037,72.555104279,126218659,454077838,136587495,9364265,10024857
2015-07-01,3T2015,Empresa Const Moller Y Perez Cotapos S.A. Ord,171434971,84846329,109753443,3552932,97865374,0.92239739115,10782249,0,220.42988098,24907114,7766880,87083125,84.258770999,56281187,107958961,24600926,8673149,1646295
2015-07-01,3T2015,Inmobiliaria Sixterra S.A. Ord,38389187,186638,207451,31,213640,1.0265306715,78876,0,14.439139572,20813,513180,134764,341.24724417,0,1858374,12366,0,-267721
2015-07-01,3T2015,Salfacorp S.A. Ord,905121663,391053366,410813648,56920338,403500975,0.50318199116,49547808,67946365,183.91136729,19760282,27478901,353953167,64.056295266,160867620,570742949,132795796,14934679,9833515
2015-07-01,3T2015,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,186853887,33106442,57756726,13653,9596471,0,3288748,1644335,225.44453115,24650284,2612285,6307723,8.8420237718,0,165732495,7957964,6342644,-18370696
2015-07-01,3T2015,Sociedad Nacional De Oleoductos S.A.,187729561,34965389,5108153,182532828,35222882,0,25996288,35039387,5.4981513486,-29857236,1676874,9226594,54.854058673,0,115993361,695280,5626985,16000428
2015-07-01,3T2015,Socovesa S.A. Ord,862050901,522843896,416041736,17059466,231612425,0.55789824987,64885169,66120730,426.13011323,-106802160,32068487,166727256,139.35875994,272489668,579889997,100582620,10610220,14075405
2015-10-01,4T2015,Aguas Araucania S.A. Ord,234529001,20893274,11800934,0,44897463,0,0,18577813,0,-9092340,0,0,0,253307,98305700,9627640,0,7893271
2015-10-01,4T2015,Aguas Del Altiplano S.A. Ord,184295639,16341109,12772539,0,46602610,0,0,20347565,0,-3568570,0,0,0,212232,56484655,9626234,0,0
2015-10-01,4T2015,Besalco S.A. Ord,648077641,267944149,327500420,183279638,390710311,0.75609542827,49768588,55849868,255.90999676,59556271,17746741,340941723,64.274806284,128531492,460098612,130447029,10896751,15329723
2015-10-01,4T2015,Empresa Const Moller Y Perez Cotapos S.A. Ord,183206622,97355605,117095984,3403422,133049399,0.81571947175,15671300,0,276.70402181,19740379,10197427,117378099,94.280739374,64730545,117769991,28891930,5430933,5152473
2015-10-01,4T2015,Inmobiliaria Manquehue S.A. Ord,319177810,94493159,157948849,5989520,97884661,0,26333283,0,612.40041816,63455690,13216634,71551378,84.405176935,93395372,161144593,38744828,0,5366852
2015-10-01,4T2015,Inmobiliaria Sixterra S.A. Ord,32285022,752677,32285022,0,8359798,0.99312300896,1961315,0,4.5522583201,31532345,599002,6398483,17.327475903,0,2152803,105711,0,1333685
2015-10-01,4T2015,Salfacorp S.A. Ord,948888874,408454038,413191630,56082352,625431258,0.51258474251,78580445,52615411,182.82079467,4737592,39163090,546850813,93.887403547,131962636,611653434,166691041,22035109,22814117
2015-10-01,4T2015,Sociedad Concesionaria Ruta Del Limari S.A. Ord,43473539,4779549,2270088,62987,18685369,0,0,0,0.19678712259,-2509461,287587,18685369,0.32932076428,0,22538276,10214,0,240745
2015-10-01,4T2015,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,112559882,3855916,5297322,60213,12485820,0,2278472,0,0,1441406,2299574,10207348,4.4111986777,0,84347825,925676,0,5380258
2015-10-01,4T2015,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,79916829,11825900,4874707,70033,41232680,0,0,0,0.12081872922,-6951193,12565,41232680,0.29035609618,0,66655739,13838,0,1911342
2015-10-01,4T2015,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,189216834,32633122,56707150,12234,13258949,0,4700240,223950,23.184127188,24074028,4267834,8558709,19.046662295,0,167725480,853881,7275636,-18000734
2015-10-01,4T2015,Sociedad Nacional De Oleoductos S.A.,190204452,37121729,5563697,184638629,47129337,0,34234464,37113407,7.2152714561,-31558032,2386206,12894873,68.916990497,0,118468252,944586,5018960,21019097
2015-10-01,4T2015,Socovesa S.A. Ord,844927170,508106068,460844003,17339655,363546013,0.52463046811,106085099,54590283,529.92954528,-47262065,46010967,257460914,169.5825604,292741376,557582500,121785810,11690711,30407756
2016-01-01,1T2016,Besalco S.A. Ord,645151987,248574642,332736865,177087977,92364578,0.73794344041,8935513,57209659,269.26284107,84162223,4073804,83429065,64.983051817,130089831,457100409,145489359,10951489,2162440
2016-01-01,1T2016,Empresa Const Moller Y Perez Cotapos S.A. Ord,188992892,101940201,122699935,3260181,23654304,0.8118435583,3077543,0,300.01116603,20759734,2447752,20576761,104.12351671,66589288,122734011,28475234,4941281,822063
2016-01-01,1T2016,Inmobiliaria Sixterra S.A. Ord,32411912,841050,32411912,0,477247,1.3102463286,351280,0,16.499623027,31570862,71606,125967,16.217256627,0,2264909,401578,0,14782
2016-01-01,1T2016,Salfacorp S.A. Ord,945840213,412976871,395110029,56499057,158683424,0.61599648754,15219207,53597848,169.17942425,-17866842,8866802,143464217,92.304252801,133983385,609467524,150915364,15977312,3120449
2016-01-01,1T2016,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,196218316,37462159,87379561,10870,3209207,0,1245337,513922,17.79014755,49917402,767605,1963870,24.424786416,0,173700764,663878,5724077,1026198
2016-01-01,1T2016,Sociedad Nacional De Oleoductos S.A.,195042066,41673627,11017812,184022128,11898897,0,8608409,37602236,10.001780732,-30655815,570488,3290488,54.964111474,0,123305866,1329590,10384132,5365462
2016-01-01,1T2016,Socovesa S.A. Ord,829621202,486046059,450485158,17370168,66969776,0.64041619067,19635189,58501334,525.56085652,-35560901,9720093,47334587,167.4340938,314568843,535475116,87043626,8566868,6218140
2016-04-01,2T2016,Besalco S.A. Ord,628858416,246688744,323369498,171728878,188906142,0.75326508942,20271675,55620745,261.29144428,76680754,7683148,168634467,64.768361106,127673543,440602585,140450797,9715488,4010285
2016-04-01,2T2016,Empresa Const Moller Y Perez Cotapos S.A. Ord,192430752,106560693,119206323,3127825,45456049,0.91629799926,5001774,0,315.28555236,12645630,4928183,40454275,120.22287874,68165165,126951622,24729007,3954160,1073065
2016-04-01,2T2016,Inmobiliaria Sixterra S.A. Ord,32084745,427925,32084745,0,582811,1.1799905812,374575,0,1.154084214,31656820,176559,208236,17.468018483,0,1787893,28186,0,164633
2016-04-01,2T2016,Salfacorp S.A. Ord,922504385,379746999,372725859,54794406,336855571,0.55231462935,31066802,52061293,149.64089221,-7021140,16556098,305788769,62.558929319,115110019,585768304,158876523,8865121,6175484
2016-04-01,2T2016,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,171128854,27435886,59561938,18151,6754408,0,2228171,-710095,19.037644053,32126052,2517672,4526237,20.814007947,0,148542222,718347,2862394,1095278
2016-04-01,2T2016,Sociedad Nacional De Oleoductos S.A.,193643845,40010104,9532170,184109538,24526960,0,17760823,38345295,9.212422557,-30477934,1153742,6766137,29.755858467,0,121907645,1244498,11144034,11143005
2016-04-01,2T2016,Socovesa S.A. Ord,830463484,518346914,449778205,16997440,140533400,0.53820411521,41845356,55508964,546.2235594,-68568709,20746016,98688044,162.47973984,330775096,535458746,75907754,10166853,14455957
2016-07-01,3T2016,Besalco S.A. Ord,619938109,245211988,308962324,169013963,273147705,0.96704790792,28204171,52264545,265.64571742,63750336,11528690,244943534,61.943731504,125907509,431112161,135447041,9353552,6010321
2016-07-01,3T2016,Empresa Const Moller Y Perez Cotapos S.A. Ord,196111931,107444312,120422661,2993169,88729491,1.0437757689,9216959,0,262.56539464,12978349,7561047,79512532,79.58609059,49339846,126538760,34698010,3464270,5167283
2016-07-01,3T2016,Inmobiliaria Sixterra S.A. Ord,32007260,423672,32007260,0,677096,1.1154605173,426895,0,1.4864311965,31583588,250344,250201,17.297344763,0,1728286,36431,0,146754
2016-07-01,3T2016,Salfacorp S.A. Ord,937852846,404070658,385013710,50797056,483484600,0.68975579027,47102998,50180739,152.1129231,-19056948,26176144,436381602,64.748093393,128081395,598940601,154485323,9196689,10220269
2016-07-01,3T2016,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,178379991,32604342,64506644,24327,10315507,0,3775583,-276756,18.015575206,31902302,3605648,6539924,17.35020379,0,154651214,699504,3052693,2237423
2016-07-01,3T2016,Sociedad Nacional De Oleoductos S.A.,190824338,36945483,5827270,184708743,37725826,0,27570938,39323837,7.3607005892,-31118213,1734029,10154888,23.195121639,0,119088138,1014801,6414092,17557096
2016-07-01,3T2016,Socovesa S.A. Ord,850095030,531490139,448914182,17890583,210353820,0.87211959722,62599649,56361135,574.87571343,-82575957,32476065,147754171,189.66405166,330958735,548588730,71585479,9156506,20370922
2016-10-01,4T2016,Aguas Araucania S.A. Ord,247621315,9445352,13852938,0,47264573,0,0,20571845,0,4407586,0,0,0,283402,103198698,10393778,0,8223014
2016-10-01,4T2016,Aguas Del Altiplano S.A. Ord,200823727,17190383,11600629,0,46984871,0,0,20603280,0,-5589754,0,0,0,233374,62725456,9679809,0,10433142
2016-10-01,4T2016,Besalco S.A. Ord,620863998,242528644,308994291,167469976,396550784,0.73641261705,45859396,54383028,254.76512123,66465647,16140102,350691388,72.068044853,114939459,428352003,150661490,8268099,11375636
2016-10-01,4T2016,Empresa Const Moller Y Perez Cotapos S.A. Ord,219285656,106077360,134248689,3290384,133596014,1.1182202573,13409080,3695014,204.7071348,28171329,10433131,120186934,74.50481564,33612037,147537139,38604743,4293209,10489317
2016-10-01,4T2016,Inmobiliaria Manquehue S.A. Ord,338329360,114660091,152587264,5696421,68551524,0,16355106,0,870.54162769,37927173,11914676,52196418,120.16383193,104651631,189028117,28326387,0,1468654
2016-10-01,4T2016,Inmobiliaria Sixterra S.A. Ord,31951844,503070,31950371,1473,762589,1.1683396849,470422,0,8.3958724818,31447301,333049,292167,382.65101808,0,1780824,17785,0,38801
2016-10-01,4T2016,Salfacorp S.A. Ord,947419915,407038666,385427917,48725734,696857117,0.62063748922,70045524,45467294,146.75047418,-21610749,34473048,626811593,69.090922063,102831382,598380360,169744300,11203357,25164177
2016-10-01,4T2016,Sociedad Concesionaria Ruta Del Limari S.A. Ord,79285114,7155095,4757896,19197,33558626,0,0,-78773,28.223718099,-2397199,78774,33558626,1.5027718954,0,58742840,2630970,3300946,-465212
2016-10-01,4T2016,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,139865658,3146906,6571342,20756,4245010,0,2867470,0,15.089858445,3424436,2873165,1377540,25.312687835,0,116761220,177935,661504,4252097
2016-10-01,4T2016,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,170552535,16845318,11039190,20996,77333361,0,0,0,0.12808702314,-5806128,11562,77333361,0.2785142107,0,159378927,27515,9238145,5671853
2016-10-01,4T2016,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,177515132,28607826,61431531,23271,13913202,0,3904123,-996629,33.935322724,32823705,4693921,10009079,7.0711081409,0,153370417,1311525,2710486,2653361
2016-10-01,4T2016,Sociedad Nacional De Oleoductos S.A.,191482953,37312742,4761002,186347758,50043272,0,36385117,40187059,7.2105932642,-32551740,2353669,13658155,71.059972595,0,119746753,1002338,5576363,23133278
2016-10-01,4T2016,Socovesa S.A. Ord,864248562,545727758,468754478,17862460,343541393,0.77755105949,102287809,65450819,588.155164,-76973280,44365643,241253584,175.61969699,319581953,561616354,106185893,9188568,35273440
2017-01-01,1T2017,Besalco S.A. Ord,606573337,219555056,302942751,153416450,113764680,1.2607834969,8119018,56399703,233.94633181,83387695,4170129,105645662,71.496726143,104758584,408701599,154193579,9179322,2612396
2017-01-01,1T2017,Empresa Const Moller Y Perez Cotapos S.A. Ord,184563717,68595894,92286454,2085644,22575610,1.6811942107,3622815,4157850,163.06104438,23690560,2486022,18952795,50.821147797,30230333,110110876,26235055,3508313,2704204
2017-01-01,1T2017,Inmobiliaria Sixterra S.A. Ord,31978641,584234,31977222,1419,104531,1.1687521626,104531,0,29.448358825,31392988,92253,0,636.57833935,0,1818269,31892,0,-10648
2017-01-01,1T2017,Salfacorp S.A. Ord,945892940,406271802,366078626,48330224,162654036,0.9207090714,15157886,44894955,142.18359769,-40193176,8697521,147496150,66.620641899,92508421,592958293,174023948,8937935,3893934
2017-01-01,1T2017,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,184424015,34538790,93590672,28604,3428751,0,1079552,-1448693,31.767788086,59051882,1076174,2349199,10.939739906,0,159512952,1247128,2866973,766348
2017-01-01,1T2017,Sociedad Nacional De Oleoductos S.A.,196448775,42191067,10447010,185555025,11875611,0,8718658,40248930,7.3372583511,-31744057,583233,3156953,42.86505351,0,124712575,1019471,11006464,5430284
2017-01-01,1T2017,Socovesa S.A. Ord,829687084,506177012,417799740,17902322,73091925,1.0876079248,20376706,63820480,503.33218471,-88377272,10847029,52715219,165.19920107,291395682,521868536,75756592,9214837,4792658
2017-04-01,2T2017,Besalco S.A. Ord,602722714,216743293,297131513,151174725,212621382,1.4892525847,18119060,56856008,229.79043404,80388220,8321148,194502322,70.883299285,102498296,403545653,153863494,7687595,4497980
2017-04-01,2T2017,Empresa Const Moller Y Perez Cotapos S.A. Ord,183920108,75197249,85759210,3090822,37753542,1.5826287403,6953440,5248804,210.6645503,10561961,5649313,30800102,52.232522808,41800698,115026771,26060531,9199632,4486876
2017-04-01,2T2017,Inmobiliaria Manquehue S.A. Ord,313209450,89993574,126719029,5477307,38056637,0,8642242,0,0,36725455,6141640,29414395,0,91096639,164482275,23512979,2467,492185
2017-04-01,2T2017,Inmobiliaria Sixterra S.A. Ord,31978840,699759,31977475,1365,211910,1.1713560675,127559,0,26.268764935,31277716,180893,84351,606.26805006,0,1885514,28581,0,-52694
2017-04-01,2T2017,Salfacorp S.A. Ord,967138388,390786320,360961919,51283489,326859826,0.95172259663,29793599,41481938,141.22309821,-29824401,17974617,297066227,72.509463948,85377451,611126621,174569302,8758687,8903450
