fecha,trimestre,accion,activo_total,pasivo_corriente,activo_corriente,activo_tangible,ingreso_neto,p_vl,resultado_bruto,ebitda,ciclo_operativo,capital_trabajo,gastos_admin,costo_ventas,plazo_proveedor,inventario,pasivo_total,cuentas_xcobrar,cuentas_xpagar,utilidad_neta
2017-04-01,2T2017,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,156539623,28375355,62330193,27505,7776648,0,2925453,254352,50.352976497,33954838,1987603,4851195,7.4319145558,0,130361013,2089011,2505199,2033895
2017-04-01,2T2017,Sociedad Nacional De Oleoductos S.A.,196774943,42236324,11049637,185232184,25157006,0,18534204,40842688,10.753768284,-31186687,1170601,6622802,27.886613362,0,125038743,1513692,11618371,11618077
2017-04-01,2T2017,Socovesa S.A. Ord,843989194,518902114,397718854,18620294,154538442,1.0841415755,44094727,63507365,469.30544957,-121183260,22779949,110443715,148.4093791,274831543,532372302,77721764,8072885,11646468
2017-07-01,3T2017,Besalco S.A. Ord,590220278,211906018,290249087,146071205,309267369,2.0224520726,27390362,55277522,207.08414205,78343069,12549978,281877007,68.683596432,94112427,392013785,143837475,10944448,5625278
2017-07-01,3T2017,Empresa Const Moller Y Perez Cotapos S.A. Ord,206543589,104606090,104417279,2963869,52229339,1.8474176306,8694231,3026550,374.16213999,-188811,8338864,43535108,78.83539282,59369011,138128372,32461454,5992313,4008459
2017-07-01,3T2017,Inmobiliaria Manquehue S.A. Ord,301083937,82729105,118629342,5220073,59344169,0,12119798,0,0,35900237,9482567,47224371,0,85294892,152687802,20444120,123584,-1037834
2017-07-01,3T2017,Inmobiliaria Sixterra S.A. Ord,31937224,719097,31935912,1312,315080,0,188089,0,16.59742419,31216815,263620,126991,599.46518937,0,1899234,18468,20000,-108030
2017-07-01,3T2017,Salfacorp S.A. Ord,974414558,366559348,365240059,51426548,486940922,1.1648474967,45644442,41714832,138.46292017,-1319289,26911874,441296480,69.05965142,90764304,617287468,168735365,9105060,13049395
2017-07-01,3T2017,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,163472207,35656941,67633596,25877,11753826,0,4508792,-368222,62.457376048,31976655,3980776,7245034,8.2686650385,0,136823904,2663377,3306504,2503588
2017-07-01,3T2017,Sociedad Nacional De Oleoductos S.A.,193243170,41453595,7486934,185252665,39445418,0,29155782,41684873,10.226007587,-33966661,1819694,10289636,33.781355528,0,121506970,1470354,6941080,18557248
2017-07-01,3T2017,Socovesa S.A. Ord,868850251,538392387,405487141,18506949,225897766,1.406731037,64778338,60962243,476.85975393,-132905246,33999017,161119428,161.82416807,281525032,551035902,78617426,8074849,18019190
2017-10-01,4T2017,Aguas Araucania S.A. Ord,238444165,9123098,19365919,0,49684706,0,0,20175031,0,10242821,0,0,0,262879,120192730,11189042,0,0
2017-10-01,4T2017,Aguas Del Altiplano S.A. Ord,216990641,36426809,17699003,0,50493910,0,0,23010051,0,-18727806,0,0,0,205264,101358882,9685998,0,10271576
2017-10-01,4T2017,Besalco S.A. Ord,620158974,242664760,326755399,142474127,419080389,2.2389712994,41537256,49664343,235.12036806,84090639,19241765,377543133,72.229094417,101088298,420819972,161496465,10707420,9808554
2017-10-01,4T2017,Empresa Const Moller Y Perez Cotapos S.A. Ord,240913372,129267823,121030386,2837777,85353290,1.9536444931,16070051,5905510,511.62514874,-8237437,11203436,69283239,125.90688319,51700840,171503592,57609768,2600997,7083833
2017-10-01,4T2017,Inmobiliaria Manquehue S.A. Ord,289648130,73358827,110018172,5065555,76169892,0,15885288,0,538.93816611,36659345,12133307,60284604,58.928442824,76796138,139625795,16997876,536449,1449526
2017-10-01,4T2017,Inmobiliaria Sixterra S.A. Ord,31641948,624868,31640689,1259,756486,0.96924813349,66802,-370932,50.376662622,31015821,364437,689684,160.20449945,0,1979781,105859,0,-483853
2017-10-01,4T2017,Salfacorp S.A. Ord,992432065,407115943,393756110,52198737,667919537,1.4049743102,66994466,40603105,143.75204494,-13359833,34714345,600925071,83.483031914,105245246,627681801,149729205,4167475,24724297
2017-10-01,4T2017,Sociedad Concesionaria Ruta Del Limari S.A. Ord,154197321,24263162,14395072,10963,64306986,0,0,-103905.999,25.736296831,-9868090,111626,64306986,1.1622314254,0,134347187,4597288,9290609,-692140
2017-10-01,4T2017,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,145884211,3757656,7015108,21033,3700825,0,2360040,0,19.192282802,3257452,2425572,1340785,24.114738754,0,117877014,197298,613786,3911189
2017-10-01,4T2017,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,215682979,49081372,16454681,9643,31466230,0,236614,0,73.906672646,-32626691,250849,31229616,9.9445718449,0,199263961,6459901,2499873,5235477
2017-10-01,4T2017,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,162334284,32492372,64596565,24261,15730896,0,4627006,360369,71.876989079,32104193,4328046,11103890,10.180313385,0,135332297,3140804,4148118,2857272
2017-10-01,4T2017,Sociedad Nacional De Oleoductos S.A.,193512239,44365046,5242663,187733767,52619228,0,38438958,42092274,5.0522177938,-39122383,2529561,14180270,77.705561319,0,121776039,738455,5719231,24273196
2017-10-01,4T2017,Socovesa S.A. Ord,872676680,529655622,436779573,18246904,393455266,1.545038428,109325395,64886851,442.98571891,-92876049,49451688,284129871,155.45639621,241802694,546049201,149311205,3307520,40055882
2018-01-01,1T2018,Aguas Araucania S.A. Ord,234734456,6342958,14907616,0,14379569,0,0,0,0,8564658,0,0,0,251117,111907936,11388485,948471,2616763
2018-01-01,1T2018,Aguas Del Altiplano S.A. Ord,219766910,29160816,12060969,0,13672531,0,0,0,0,-17099847,0,0,0,183210,98038896,10430257,392893,3014782
2018-01-01,1T2018,Besalco S.A. Ord,635537324,247234602,332089127,149805957,87531082,2.1312951044,6778270,46384940,255.52330792,84854525,4549558,80752812,89.103649465,117827081,435069592,147580043,6484869,1356198
2018-01-01,1T2018,Empresa Const Moller Y Perez Cotapos S.A. Ord,238291118,120590543,116022629,2734926,30621871,1.9854756613,3943233,5587684,403.0686425,-4567914,3170887,26678638,106.66645734,46819460,167919478,47788991,2960336,979254
2018-01-01,1T2018,Inmobiliaria Manquehue S.A. Ord,286509964,75817179,105541354,2883089,6563268,0,1324987,0,0,29724175,3191154,5238281,0,71813100,138352574,12686387,538995,-1551358
2018-01-01,1T2018,Inmobiliaria Sixterra S.A. Ord,37687800,2151994,37686594,1206,8547504,0.65860479568,6270307,0,330.72300012,35534600,93981,2277197,39.611659517,0,3520876,8451313,0,4504757
2018-01-01,1T2018,Salfacorp S.A. Ord,994879454,424178295,377435108,51876151,133545849,1.4498570017,13067503,37932670,158.78611054,-46743187,9037831,120478346,80.848662612,116988552,638042665,151543165,5857968,2279364
2018-01-01,1T2018,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,168620414,37380349,96690896,23373,4264982,0,1545899,1084793,61.882497792,59310547,814675,2719083,6.7418967813,0,140311353,2847820,3185539,1307074
2018-01-01,1T2018,Sociedad Nacional De Oleoductos S.A.,197293331,47809832,10127070,186628092,12107758,0,8613531,42010709,5.2987011218,-37682762,671801,3494227,35.475942763,0,125557131,777899,10888661,5159234
2018-01-01,1T2018,Socovesa S.A. Ord,846871647,503446075,400053981,18073237,52451144,1.4793212087,13853618,57642464,422.11332265,-103392094,11622849,38597526,156.84107389,252583970,519685683,88387982,3403162,874337
2018-04-01,2T2018,Aguas Araucania S.A. Ord,234521862,6841523,12427729,0,26449932,0,0,0,0,5586206,0,0,0,306051,110304773,10841675,512121,4007332
2018-04-01,2T2018,Aguas Del Altiplano S.A. Ord,222870058,30986774,11620184,0,26066617,0,0,0,0,-19366590,0,0,0,295778,99168199,10225646,358184,4988627
2018-04-01,2T2018,Besalco S.A. Ord,655727973,254601677,336209723,153233250,191532138,1.8044828153,16013898,44173307,254.36554745,81608046,9930153,175518240,77.4551548,126956812,453268508,140290255,5932970,2568428
2018-04-01,2T2018,Empresa Const Moller Y Perez Cotapos S.A. Ord,257683387,136434592,125206791,2972650,63776014,2.3964076041,8667474,6403203,400.65861482,-11227801,6804662,55108540,99.103747014,61515404,188550780,50750181,3880990,3074152
2018-04-01,2T2018,Inmobiliaria Manquehue S.A. Ord,280171484,67779753,100227637,2748329,16226932,0,4276482,0,682.35002127,32447884,6109656,11950450,96.391786964,73486218,130924278,9741966,411306,783048
2018-04-01,2T2018,Inmobiliaria Sixterra S.A. Ord,31362293,1720645,31360396,1897,8598498,0.88294532478,6255721,0,0.68436064282,29639751,211111,2342777,42.507599784,0,3047969,17381,0,4652157
2018-04-01,2T2018,Patio Comercial Spa Ord,363495276,66283544,21401206,103916,9050842,0,7913264,0,0,-44882338,1472253,1137578,0,0,224916904,1445582,2416298,4687942
2018-04-01,2T2018,Salfacorp S.A. Ord,1033522602,426923184,406421009,53669945,300592366,1.2739401473,27267055,39501020,165.2442081,-20502175,16033960,273325311,81.808017685,117155129,671519509,164285167,4459174,7331414
2018-04-01,2T2018,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,139717532,31131601,66305476,26214,8140466,0,2897792,466231,74.386335787,35173875,1847390,5242674,8.7711599341,0,110783198,3325630,2185521,1932347
2018-04-01,2T2018,Sociedad Nacional De Oleoductos S.A.,195576751,48732044,7964094,187075056,26014568,0,18750209,42344212,6.0178810284,-40767950,1392650,7264359,35.427502966,0,123840551,893936,11398617,11395079
2018-04-01,2T2018,Socovesa S.A. Ord,858063333,519622000,388753949,18949139,123094150,1.4165250599,31301293,51319719,424.87742151,-130868051,23551083,91792857,146.69035477,246620632,533205375,90955387,3852991,3730138
2018-07-01,3T2018,Aguas Araucania S.A. Ord,236750766,8011657,12795923,0,38211262,0,0,0,0,4784266,0,0,0,284243,111856764,10176167,1095062,4684245
2018-07-01,3T2018,Aguas Del Altiplano S.A. Ord,220806592,11764697,19007738,0,38613769,0,0,0,0,7243041,0,0,0,237739,95173812,10923328,222009,6919548
2018-07-01,3T2018,Besalco S.A. Ord,731574813,255623104,373797790,191826994,308124197,1.8077863686,28349840,46650100,277.14417776,118174686,15203521,279774357,88.669253284,138248225,526624438,167850079,9524284,5411796
2018-07-01,3T2018,Empresa Const Moller Y Perez Cotapos S.A. Ord,276281049,139243722,133132258,2876346,111520523,2.4906021941,16431478,10891835,323.55233734,-6111464,10851972,95089045,71.954593179,56090665,203794434,62858532,2924856,6508183
2018-07-01,3T2018,Inmobiliaria Manquehue S.A. Ord,282836235,70950688,104585924,2641291,27857166,0,6481679,0,868.88293161,33635236,9226144,21375487,128.93302652,71729500,135635602,14770677,1216842,-230976
2018-07-01,3T2018,Inmobiliaria Sixterra S.A. Ord,31295812,5464821,31293995,1817,12591615,1.148808518,6286331,0,0.53968147523,25829174,322826,6305284,187.91680287,0,6226360,19538,0,4607285
2018-07-01,3T2018,Patio Comercial Spa Ord,382130075,96185056,27571840,80730,13436865,0,11759564,0,0,-68613216,2371964,1677301,0,0,241351677,2382695,4824543,6887391
2018-07-01,3T2018,Salfacorp S.A. Ord,1043936226,426338655,414048642,53162104,466109487,1.3964767555,42074672,37964248,162.21839744,-12290013,25298076,424034815,81.535939363,120498742,678875270,157989282,3200964,11047072
2018-07-01,3T2018,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,144076833,33970365,68950186,27445,11947244,0,3600582,368327,80.320556352,34979821,2778051,8346662,5.6280610131,0,112765633,3552916,2789182,4309213
2018-07-01,3T2018,Sociedad Nacional De Oleoductos S.A.,198073439,50894956,8774682,188732411,40332003,0,29458695,42455784,8.3045668328,-42120274,2050792,10873308,56.240638171,0,126337239,1234285,6889301,18280969
2018-07-01,3T2018,Socovesa S.A. Ord,866201909,527936681,416669568,18971551,173483108,1.4719426547,44783117,44130899,488.74301988,-111267113,35425925,128699991,162.13075982,287974952,541209648,72828244,3581323,4123687
2018-10-01,4T2018,Aguas Araucania S.A. Ord,239994770,11397211,12516750,0,51332834,0,0,21737600,0,1119539,0,0,0,330601,114965286,10640980,484219,6761450
2018-10-01,4T2018,Aguas Del Altiplano S.A. Ord,226130670,15435538,19797737,0,52642482,0,0,23773768,0,4362199,0,0,0,199460,100596491,12113224,272084,9910365
2018-10-01,4T2018,Besalco S.A. Ord,698389039,242682456,344726595,197108370,451697466,1.9068802541,47166468,58373982,221.38218847,102044139,17994506,404530998,82.396423722,115024144,502685764,149336159,7261236,14413092
2018-10-01,4T2018,Empresa Const Moller Y Perez Cotapos S.A. Ord,314639698,186944924,137480398,2749101,165619662,2.6508315636,28249475,13705416,294.5969487,-49464526,15367269,137370187,78.537927593,56458199,240664854,67462148,2639354,11709900
2018-10-01,4T2018,Inmobiliaria Manquehue S.A. Ord,301003437,92703436,128552465,2507726,54191756,0,17013241,0,972.38392334,35849029,12677326,37178515,163.63299395,77380685,151334987,33584714,1199934,3209399
2018-10-01,4T2018,Inmobiliaria Sixterra S.A. Ord,27942214,2257275,27940736,1478,12589669,1.2507270539,6291274,5720403,1.275731713,25683461,500135,6298395,22.367126863,0,2976735,44614,0,4503312
2018-10-01,4T2018,Patio Comercial Spa Ord,357209410,80116701,42062692,60324,21249425,0,16587520,27158584,55.346694793,-38054009,4250779,4661905,545.59320278,0,213938459,3266904,9689983,29482911
2018-10-01,4T2018,Salfacorp S.A. Ord,1095768571,421826471,441407120,53260209,718383033,1.1914232897,65360172,36813325,139.48995198,19580649,35826210,653022861,91.146605478,100751145,720586330,167518184,11702497,25365074
2018-10-01,4T2018,Sociedad Concesionaria Ruta Del Limari S.A. Ord,163172406,7625380,17527201,6691,18372946,0,594694,0,8.5697024309,9901821,1443393,17778252,6.229240085,0,146361509,437363,446180,-3039237
2018-10-01,4T2018,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,139222249,3801251,7871893,7831,3199361,0,1726801,0,56.241430711,4070642,1586142,1472560,19.307926332,0,121237136,499824,145623,4172444
2018-10-01,4T2018,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,195020613,20962111,8996459,186535,13049063,0,4190759,0,21.538815469,-11965652,3764259,8858304,16.732882502,0,174215999,780726,1234274,2551197
2018-10-01,4T2018,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,133688732,31986816,57002696,27228,15775513,0,4069522,164532,82.647538625,25015880,3676510,11705991,7.1915790812,0,101873164,3621687,3339343,4813581
2018-10-01,4T2018,Sociedad Nacional De Oleoductos S.A.,203044127,51979246,6728843,195891193,53614190,0,38462725,42159452,6.8399354723,-45250403,2852825,15151465,158.07036217,0,131307927,1018660,5264029,23543432
2018-10-01,4T2018,Socovesa S.A. Ord,951442495,590707037,482870832,11913050,325942482,1.4223313247,91150344,57111151,600.58562178,-107836205,49621412,234792138,194.30191432,267573699,604279742,172317281,20706809,36244231
2019-01-01,1T2019,Aguas Araucania S.A. Ord,240774806,15605328,13422364,0,14917449,0,0,21971528,0,-2182964,0,0,0,336542,117779128,11775532,1039247,2699212
2019-01-01,1T2019,Aguas Del Altiplano S.A. Ord,229690566,20712691,21213646,0,14176171,0,0,24166309,0,500955,0,0,0,321168,107986191,13540800,284111,3107451
2019-01-01,1T2019,Besalco S.A. Ord,708400191,237136260,346006195,207152597,109508172,1.9502778239,9285439,62045445,211.34134226,108869935,4324336,100222733,79.96163763,117609881,511977206,146686632,9120381,2891317
2019-01-01,1T2019,Empresa Const Moller Y Perez Cotapos S.A. Ord,343829307,213391325,146079487,2656874,41665286,2.75842746,5867927,14855715,295.14659965,-67311838,3899937,35797359,70.780508788,58094275,268278260,74776832,4345230,1881849
2019-01-01,1T2019,Inmobiliaria Manquehue S.A. Ord,320374155,89831818,143382082,6743877,10860506,0.93550763938,4429502,0,894.88001373,53550264,3093282,6431004,160.32323377,80564042,151834339,22587471,1651582,181849
2019-01-01,1T2019,Inmobiliaria Sixterra S.A. Ord,27793100,2243294,27791491,1609,0,1.2565764689,0,0,0.33763094777,25548197,79341,0,33.781932648,0,2923941,3791,0,-96320
2019-01-01,1T2019,Patio Comercial Spa Ord,470633106,80975598,94206533,56050,5143106,0,4256919,0,0,13230935,834180,886187,0,0,316470798,3027092,551123,3321358
2019-01-01,1T2019,Salfacorp S.A. Ord,1087446867,400626428,404585657,64183009,199320432,1.1065439397,13397765,37104011,123.49026328,3959229,9305987,185922667,80.160577467,90074080,710053455,170678742,13145243,3180605
2019-01-01,1T2019,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,201398253,24599697,43172031,163143,3509830,0,804450,0,0,18572334,695166,2705380,0,0,179048390,6648282,3146619,2525174
2019-01-01,1T2019,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,139484958,35742545,92304441,26003,4373260,0,1678421,289147,85.640013773,56561896,868001,2694839,7.6846964756,0,106481302,3778578,2771937,1188088
2019-01-01,1T2019,Sociedad Nacional De Oleoductos S.A.,207408853,55936788,11566084,195423531,13688783,0,10001660,43535889,7.3335944067,-44370704,673315,3687123,94.013862161,0,135672653,1124387,11509218,6243993
2019-01-01,1T2019,Socovesa S.A. Ord,938520620,573620778,435325713,19754851,50268865,1.4756373159,13094652,55608368,531.958058,-138295065,12519663,37174213,199.67536401,268689381,592996534,105646348,10184768,-1360364
2019-04-01,2T2019,Aguas Araucania S.A. Ord,243040910,7282468,13351619,0,28176917,0,0,22086395,0,6069151,0,0,0,349423,117309187,10012124,195952,5435257
2019-04-01,2T2019,Aguas Del Altiplano S.A. Ord,234974688,9952212,21603291,0,27205083,0,0,24342310,0,11651079,0,0,0,272768,111568288,11175880,291404,4809476
2019-04-01,2T2019,Besalco S.A. Ord,720943689,243651569,347806750,213565176,209043884,1.9924622524,17955904,64137438,217.46111515,104155181,8639768,191087980,83.335988807,131111438,526784612,136991926,10695225,5102065
2019-04-01,2T2019,Empresa Const Moller Y Perez Cotapos S.A. Ord,382438158,243343140,160796434,2366755,77942380,2.8231713471,12609966,16057009,316.22489243,-82546706,8095766,65332414,78.613785144,61771372,307937236,82680072,10385409,4620733
2019-04-01,2T2019,Inmobiliaria Manquehue S.A. Ord,330128988,97731655,151371739,6682860,28250168,0.87463519975,13499877,0,937.23145093,53640084,6679289,14750291,151.44296479,87223307,158017729,27920046,1841133,5247734
2019-04-01,2T2019,Inmobiliaria Sixterra S.A. Ord,25757240,278729,25755684,1556,0,1.1043717217,-9915,0,1.5650444443,25476955,113914,9915,25.267332285,0,856204,17351,0,-64443
2019-04-01,2T2019,Patio Comercial Spa Ord,506914868,78294813,45225907,52003,11975672,0,9112163,0,48.843297136,-33068906,1685881,2863509,315.00194432,0,339709328,3279862,621488,14082634
2019-04-01,2T2019,Salfacorp S.A. Ord,1078839934,369387526,381337044,62705658,395345783,1.0113446862,29837136,38429558,113.55439304,11949518,17675753,365508647,77.557975326,86396274,697427223,162214871,7718299,9107261
2019-04-01,2T2019,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,185473583,24460653,18915045,138933,6996386,0,1648318,0,0,-5545608,1417964,5348068,0,0,178966175,1212442,1344481,-2137324
2019-04-01,2T2019,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,110130656,32098170,61722184,71217,8466882,0,2529691,-70304,102.6081434,29624014,1803333,5937191,6.518636172,0,76465436,4589414,3240639,1849652
2019-04-01,2T2019,Sociedad Nacional De Oleoductos S.A.,204633734,51380902,8342504,195762024,27958523,0,20540399,43894912,7.9246965499,-43038398,1362679,7418124,79.841766507,0,132897534,1223004,12719179,12717585
2019-04-01,2T2019,Socovesa S.A. Ord,962296841,596174677,440200907,19209289,124333723,1.32216659,34043705,58736686,558.01551431,-155973770,24899059,90290018,180.57744689,278886135,617094829,116015877,10326412,2154780
2019-07-01,3T2019,Aguas Araucania S.A. Ord,245625087,9700940,14160595,0,41802399,0,0,22531987,0,4459655,0,0,0,365918,118298717,11211845,231135,7029904
2019-07-01,3T2019,Aguas Del Altiplano S.A. Ord,239227849,11043021,21938298,0,41335303,0,0,24848052,0,10895277,0,0,0,235040,113724583,12012353,357447,6906342
2019-07-01,3T2019,Besalco S.A. Ord,764298294,246107827,381312134,223586630,312216077,1.7812274382,33945169,70152793,240.26084045,135204307,15512038,278270908,85.623721767,143288366,568488621,142143044,11306185,9152795
2019-07-01,3T2019,Empresa Const Moller Y Perez Cotapos S.A. Ord,387737065,240845935,198589696,2297285,110021071,2.7871167629,17534616,12462994,461.94401045,-42256239,12661082,92486455,93.753346066,114736887,312732854,70868634,5812626,5597144
2019-07-01,3T2019,Inmobiliaria Manquehue S.A. Ord,327533652,93897766,144575075,6573164,35888668,0.82256813529,14621370,0,984.99510469,50677309,9800365,21267298,183.36698523,89862839,155684247,19412391,985537,5013966
2019-07-01,3T2019,Inmobiliaria Sixterra S.A. Ord,25650788,276549,25649286,1502,0,0.9046133429,-15198,0,-2760.6783145,25372737,152327,15198,11947.242748,0,805919,14923,0,-120610
2019-07-01,3T2019,Patio Comercial Spa Ord,488364429,48286399,34001396,48285,18928092,0,14509634,27631458,46.075470411,-14285003,2738789,4418458,153.132982,0,317370672,3422467,433249,17870105
2019-07-01,3T2019,Salfacorp S.A. Ord,1078245032,374915618,372365279,61045017,557764041,0.84289657509,44036820,38176930,107.59524805,-2550339,27058779,513727221,72.723109434,83267857,692370955,151284994,3695963,13481919
2019-07-01,3T2019,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,189926981,26101580,22038617,113460,10493343,0,2513716,0,0,-4062963,2163621,7979627,0,0,181866788,414536,3253861,-873225
2019-07-01,3T2019,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,115480396,36440644,66217204,49977,12424346,0,3640480,333977,169.82727272,29776560,2766729,8783866,5.2715450917,0,81051214,7667048,3362861,2613614
2019-07-01,3T2019,Sociedad Nacional De Oleoductos S.A.,205837594,46426525,8297347,197014954,42587946,0,31256208,43877994,7.7959241658,-38129178,2080291,11331738,66.281058265,0,134101394,1209887,6787940,19503030
2019-07-01,3T2019,Socovesa S.A. Ord,1004503661,637139725,438650058,18754567,179808244,1.3543506909,49759440,59756249,560.09906457,-198489667,37808719,130048804,205.26185549,302509504,661597155,91299138,11003574,1755691
2019-10-01,4T2019,Aguas Araucania S.A. Ord,249449743,13117115,13249406,1782535,55569821,0,0,23078164,0,132291,0,0,0,410484,123479403,9391091,489252,8493732
2019-10-01,4T2019,Aguas Del Altiplano S.A. Ord,246698233,14925685,20825181,1152875,55483920,0,0,24724067,0,5899496,0,0,0,277831,121063912,11169370,232899,9376746
2019-10-01,4T2019,Besalco S.A. Ord,776619811,269545307,388093708,230655166,419479603,1.2319252278,51196047,65040369,251.7259015,118548401,19388748,368283556,90.812747773,152919188,577199364,119139458,14550673,14120203
2019-10-01,4T2019,Empresa Const Moller Y Perez Cotapos S.A. Ord,405637184,257664340,215553575,2317984,156222036,2.3631865925,26537089,10564838,522.39734398,-42110765,16634211,129684947,94.657164798,128412227,329129773,72005497,4698676,9738881
2019-10-01,4T2019,Inmobiliaria Apoquindo S.A. Ord,137592073,117801179,1570469,0,6528103,0,6528103,0,0,-116230710,1374883,0,0,0,133152903,629767,40044303,1383709
2019-10-01,4T2019,Inmobiliaria Manquehue S.A. Ord,334819593,101738196,157463676,6551121,48418172,0.696769587,16710182,3313595,1282.8716941,55725480,13853992,31707990,176.6895158,96545434,165930987,25114634,991314,2962295
2019-10-01,4T2019,Inmobiliaria Sixterra S.A. Ord,22815189,273602,22426646,1368,0,0.87284330069,-20481,-295783,0,22153044,178873,20481,4788.0826132,0,273915,13607,0,-95539
2019-10-01,4T2019,Patio Comercial Spa Ord,521909739,100387509,46149755,44264,22828392,0,18887226,10558482,73.350853621,-54237754,4353201,3941166,315.19134185,0,344137629,4651339,2419670,24645865
2019-10-01,4T2019,Ruta Del Loa Sociedad Concesionaria S.A. Ord,29625153,3577620,9850141,0,11547211,0,0,1328780,0,6272521,0,0,0,0,20258971,0,58678,929222
2019-10-01,4T2019,Salfacorp S.A. Ord,1085078242,403472906,378463559,60244932,749599571,0.51124758562,63764485,36320813,108.31827841,-25009347,37298209,685835086,72.350328954,75800359,704838037,142694814,22985951,23241599
2019-10-01,4T2019,Sociedad Concesionaria Ruta Del Limari S.A. Ord,161193455,9044226,18896920,2136,6153875,0,2938204,0,21.389371737,9852694,2490539,3215671,57.15775028,0,147737532,365632,483762,-3354974
2019-10-01,4T2019,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,139939009,4695372,19711741,1401,3215276,0,1799145,0,16.307999686,15016369,2511488,1416131,197.76839854,0,133261689,145652,204247,2886566
2019-10-01,4T2019,Sociedad Concesionaria Salud Siglo Xxi S.A. Ord,191269078,25721439,58383814,92853,14606702,0,3449828,612764,8.9534297338,32662375,2940420,11156874,8.8389919972,0,182362121,363278,1244347,-315149
2019-10-01,4T2019,Sociedad Concesionaria San Jose-Tecnocontrol S.A. Ord,112665061,33739489,62332062,26075,16324726,0,4881887,858540,94.118259627,28592573,3939574,11442839,6.388571927,0,77356327,4267930,3531877,3493166
2019-10-01,4T2019,Sociedad Nacional De Oleoductos S.A.,205424450,48502237,5433822,199477512,56119412,0,40667432,44402277,5.5426532267,-43068415,2840578,15451980,106.21963787,0,133688250,864029,5614690,25115133
2019-10-01,4T2019,Socovesa S.A. Ord,1049307077,665701238,481623056,18630410,334865649,0.89405805618,96994628,46374846,597.84337289,-184078182,53140133,237871021,213.01858775,288500536,691381586,149963431,11130383,23452918
2019-10-01,4T2019,Tecno Fast S.A. Ord,183876423,79966626,50010527,88226263,111775262,0,24802891,0,96.97250268,-29956099,11735665,86972371,136.31607261,8408795,106162137,19301860,1969624,10062254
2020-01-01,1T2020,Aguas Araucania S.A. Ord,255803366,20845220,18652375,0,16249922,0,0,24076494,0,-2192845,0,0,0,366993,131900041,11996524,294332,3878597
2020-01-01,1T2020,Aguas Del Altiplano S.A. Ord,249718837,21225469,23193472,0,14934653,0,0,24614848,0,1968003,0,0,0,381905,128046044,11593952,14340,2602194
2020-01-01,1T2020,Besalco S.A. Ord,833773112,328061099,431403205,243036883,94041699,0.86213062286,9760169,66797052,287.90617574,103342106,4154952,84281530,96.483908535,173787466,634034424,123831924,15822042,660406
2020-01-01,1T2020,Empresa Const Moller Y Perez Cotapos S.A. Ord,420145173,270583780,238017843,2237984,45584290,1.0642193675,5417693,10581581,558.57013483,-32565937,3393447,40166597,89.78374558,140199533,342153726,80989960,4665056,1322623
2020-01-01,1T2020,Inmobiliaria Apoquindo S.A. Ord,138793457,41924786,2771853,0,1710560,0,1710560,0,0,-39152933,87333,0,0,0,135324295,1023624,40958690,-970008
2020-01-01,1T2020,Inmobiliaria Manquehue S.A. Ord,328858199,97962900,150970026,6511048,19552049,0.36028425783,4022446,0,999.84786671,53007126,2315088,15529603,132.32613586,89226060,158155401,33740138,668960,1404630
2020-01-01,1T2020,Inmobiliaria Sixterra S.A. Ord,22773114,245352,22227180,1293,0,0.87337923232,0,-272845,0,21981828,30862,0,0,0,245672,12617,0,-13832
2020-01-01,1T2020,Patio Comercial Spa Ord,480304877,91470196,86836735,45176,4013538,0,3258608,-3601886,160.30474278,-4633461,949840,754930,628.46956187,0,292279208,9662290,2016751,6928736
2020-01-01,1T2020,Salfacorp S.A. Ord,1076340338,396177575,367767593,51035562,108966916,0.32920410943,10476802,34632206,117.95988022,-28409982,7770660,98490114,70.312631314,87819527,692604361,119264022,15064698,1742070
2020-01-01,1T2020,Sociedad Concesionaria Ruta Del Limari S.A. Ord,162062667,9385662,18427887,2319,1560362,0,681713,0,0,9042225,457510,878649,0,0,149593401,522150,535251,-986657
2020-01-01,1T2020,Sociedad Concesionaria Rutas Del Desierto S.A. Ord,142656107,5609550,21802051,1082,747791,0,385087,0,0,16192501,386500,362704,0,0,135051302,176195,155659,446669
